#Frame_Number,qw,qx,qy,qz,tx,ty,tz,vx,vy,vz
43,-0.37106737,0.037482206,0.7287467,-0.5743103,-5.8476753,-0.5938419,-4.4095206,0.0,0.0,0.0
44,-0.36884704,0.032592226,0.72852564,-0.5763159,-6.714773,-1.0901828,-4.451784,0.0,0.0,0.0
45,-0.36708328,0.029107234,0.72758126,-0.5788161,-6.427751,-0.13745292,-4.3521614,0.0,0.0,0.0
46,-0.36405697,0.023663692,0.7266831,-0.5820947,-5.516933,-0.47404912,-4.591144,0.0,0.0,0.0
47,-0.36206943,0.01994905,0.72568953,-0.58470714,-4.891927,0.27569327,-4.808523,0.0,0.0,0.0
48,-0.35984516,0.016058113,0.72474146,-0.5873699,-4.0769453,0.8546121,-4.8341775,0.0,0.0,0.0
49,-0.35956022,0.012991352,0.72263134,-0.5902132,-3.9948254,0.0018823107,-5.3500347,0.0,0.0,0.0
50,0.43917534,0.75182825,0.41885227,0.25776348,-3.8351328,-0.91345704,-5.7197003,0.0,0.0,0.0
51,0.4373321,0.7535574,0.41958347,0.25464028,-3.2189374,-1.5587218,-6.1712937,0.0,0.0,0.0
52,0.43306297,0.75640297,0.42011547,0.25261426,-3.8571174,-0.9555378,-5.692864,0.0,0.0,0.0
53,0.42926723,0.75871384,0.42000386,0.25234833,-4.6164203,-0.50481105,-5.2234983,0.0,0.0,0.0
54,0.42956638,0.7590771,0.41979027,0.25109935,-5.4122334,0.006883129,-4.8996916,0.0,0.0,0.0
55,0.42971483,0.7592431,0.41991892,0.25012636,-6.2014174,0.4141287,-4.4399753,0.0,0.0,0.0
56,0.42706317,0.7608042,0.42004326,0.24971528,-5.4212728,0.00422337,-4.9125767,0.0,0.0,0.0
57,0.4233691,0.7623248,0.42142263,0.24904302,-4.6576867,-0.36252207,-5.444021,0.0,0.0,0.0
58,0.42051017,0.76352787,0.4232292,0.24713033,-5.476008,0.008737847,-5.0052547,0.0,0.0,0.0
59,0.41982803,0.76340634,0.42595857,0.24395597,-4.7666817,-0.3797007,-4.4170613,0.0,0.0,0.0
60,0.42054465,0.76174396,0.42804742,0.2442615,-4.022036,-0.75866425,-4.9665055,0.0,0.0,0.0
61,0.4216615,0.7603315,0.42842752,0.24606396,-4.7386274,-0.3958661,-4.3707924,0.0,0.0,0.0
62,0.4225678,0.75959706,0.42863622,0.2464137,-5.5215178,-0.023686737,-3.8722296,0.0,0.0,0.0
63,0.42221558,0.7596267,0.4290446,0.24621531,-4.7535424,-0.4039547,-4.3876033,0.0,0.0,0.0
64,0.42002538,0.76051366,0.42891616,0.24744415,-4.032185,-0.78527176,-4.965739,0.0,0.0,0.0
65,0.4164068,0.762341,0.4274705,0.25042063,-3.2467701,-1.1651931,-5.4543924,0.0,0.0,0.0
66,0.41256464,0.7634052,0.426381,0.2553471,-2.489529,-1.5432174,-5.9870114,0.0,0.0,0.0
67,0.40923592,0.764094,0.42521563,0.26053405,-1.7857314,-1.9334804,-6.5806136,0.0,0.0,0.0
68,0.40706557,0.76471734,0.42368543,0.26456687,-1.1342338,-2.3207011,-7.233002,0.0,0.0,0.0
69,0.4054961,0.76483244,0.42221996,0.26895085,-0.45934942,-2.7215452,-7.8525624,0.0,0.0,0.0
70,0.4041969,0.7648478,0.42144078,0.2720669,-1.0826727,-2.3030279,-7.192024,0.0,0.0,0.0
71,0.40017664,0.7675162,0.4236,0.26709667,-1.7579978,-2.4638398,-7.9117985,0.0,0.0,0.0
72,0.39749852,0.7704035,0.42419773,0.26178175,-2.4956203,-2.72589,-8.534086,0.0,0.0,0.0
73,0.82916445,-0.0826065,-0.3728714,-0.4082027,-1.7451761,-2.5203652,-7.9059205,0.0,0.0,0.0
74,0.83005536,-0.08305374,-0.37039858,-0.4085524,-1.0236576,-2.8985627,-8.485901,0.0,0.0,0.0
75,0.8306861,-0.08496172,-0.367865,-0.40916672,-1.7515529,-2.5307765,-7.9071946,0.0,0.0,0.0
76,0.8308189,-0.08585353,-0.3666892,-0.40976602,-2.427852,-2.1270819,-7.291037,0.0,0.0,0.0
77,0.83089477,-0.08569015,-0.36570543,-0.41052476,-1.7222483,-2.5357738,-7.8699102,0.0,0.0,0.0
78,0.8303685,-0.08095907,-0.37119824,-0.40760964,-2.5921247,-2.8160005,-8.27585,0.0,0.0,0.0
79,0.29431903,0.85138565,0.4325723,0.03741556,-1.6993207,-2.688966,-7.8436904,0.0,0.0,0.0
80,0.2952003,0.8512167,0.43187574,0.042074487,-1.8264122,-2.195015,-6.983539,0.0,0.0,0.0
81,0.2956249,0.85125256,0.43110675,0.04606516,-1.6953384,-2.6912107,-7.841799,0.0,0.0,0.0
82,0.28821102,0.85345304,0.43189836,0.04490095,-2.4328468,-2.3656638,-8.433491,0.0,0.0,0.0
83,0.28632146,0.85443133,0.43094796,0.04744499,-2.3075092,-2.8597567,-9.293818,0.0,0.0,0.0
84,0.28511277,0.85499924,0.4303659,0.049720816,-2.1675932,-3.353543,-10.152072,0.0,0.0,0.0
85,0.2833749,0.85518646,0.4308748,0.051977854,-1.9921021,-3.8462245,-11.004403,0.0,0.0,0.0
86,0.2798329,0.85542256,0.43237138,0.05477973,-1.8384577,-4.3623238,-11.847039,0.0,0.0,0.0
87,-0.5336333,0.2524598,-0.25883088,0.76453,-0.9651937,-4.841442,-11.935667,0.0,0.0,0.0
88,-0.53270036,0.2495123,-0.25957143,0.76589596,-1.5951394,-5.0316954,-12.6886425,0.0,0.0,0.0
89,-0.53146106,0.24544892,-0.25983486,0.7679778,-0.9507758,-4.816256,-11.954898,0.0,0.0,0.0
90,-0.5289488,0.23949802,-0.26098567,0.7711941,-0.49364844,-5.268325,-11.188955,0.0,0.0,0.0
91,-0.5271,0.23239653,-0.2620348,0.7742707,-0.64535505,-4.4455204,-11.736658,0.0,0.0,0.0
92,-0.52439415,0.22633581,-0.2638006,0.777298,-1.1136093,-3.6243112,-12.0627775,0.0,0.0,0.0
93,-0.51737154,0.22186746,-0.27610478,0.77901715,-0.6355153,-4.4070954,-12.461117,0.0,0.0,0.0
94,-0.5141667,0.21729024,-0.27819115,0.7816823,-0.83996993,-3.4869337,-12.795035,0.0,0.0,0.0
95,-0.5110732,0.21187446,-0.2801855,0.7844804,-0.12211103,-3.3005726,-12.124253,0.0,0.0,0.0
96,-0.5135111,0.21579412,-0.26703754,0.78640336,-0.096625336,-2.3095486,-11.993018,0.0,0.0,0.0
97,-0.47137466,-0.59702045,0.64468336,0.07586747,0.028583393,-1.3673965,-12.303941,0.0,0.0,0.0
98,-0.06673544,0.63124454,0.6006533,-0.48609906,-0.66653055,-1.8552538,-12.831967,0.0,0.0,0.0
99,-0.07126463,0.6286682,0.60159254,-0.48763108,-0.5033579,-2.0794215,-11.871174,0.0,0.0,0.0
100,-0.07597604,0.6292927,0.60445505,-0.48254782,0.082175635,-1.4538121,-11.355651,0.0,0.0,0.0
101,-0.07989509,0.63269216,0.6100034,-0.4703331,0.5671699,-0.9295579,-12.055607,0.0,0.0,0.0
102,-0.0804929,0.6341436,0.6126232,-0.46483934,-0.22124174,-1.4560622,-12.373727,0.0,0.0,0.0
103,-0.07920408,0.6347754,0.6152974,-0.46064743,-1.0091342,-1.9876065,-12.68467,0.0,0.0,0.0
104,-0.078998156,0.633466,0.6186203,-0.45802736,-1.7886754,-2.5468938,-12.96665,0.0,0.0,0.0
105,-0.07952359,0.6330034,0.62077284,-0.4556575,-2.4613974,-3.2285774,-13.254317,0.0,0.0,0.0
106,0.2864048,0.7383239,-0.5831844,0.18095857,-2.8529572,-3.8087757,-13.968496,0.0,0.0,0.0
107,0.29044423,0.738262,-0.5817352,0.17943119,-2.5111544,-3.538938,-13.068296,0.0,0.0,0.0
108,0.29408303,0.7381769,-0.5807146,0.17714588,-2.103507,-3.1624467,-12.236384,0.0,0.0,0.0
109,0.29665306,0.73894584,-0.57967234,0.1730203,-1.8245957,-2.6584048,-11.41898,0.0,0.0,0.0
110,0.298639,0.7396936,-0.5788196,0.16922174,-1.6606975,-2.2840924,-10.506276,0.0,0.0,0.0
111,0.30171978,0.73939085,-0.5781851,0.16723724,-1.7618027,-2.639448,-11.435523,0.0,0.0,0.0
112,0.30408177,0.73891616,-0.5778941,0.16605896,-2.5673919,-2.1465845,-11.764326,0.0,0.0,0.0
113,0.30464116,0.73943007,-0.5788489,0.15928237,-2.449654,-1.5787029,-10.949679,0.0,0.0,0.0
114,0.8440081,-0.15465479,0.1145457,-0.5006111,-2.8504374,-0.7060208,-11.228604,0.0,0.0,0.0
115,0.8427393,-0.15937203,0.1116022,-0.50193226,-2.8784292,-0.9401446,-12.200408,0.0,0.0,0.0
116,0.84197366,-0.16273202,0.11174282,-0.50210774,-2.8696344,-1.377614,-13.099599,0.0,0.0,0.0
117,0.3989564,-0.3261948,0.22128797,0.8279266,-2.8665144,-1.8200738,-13.996382,0.0,0.0,0.0
118,0.39886522,-0.32647306,0.21741782,0.8288856,-3.1319413,-1.0466347,-13.42076,0.0,0.0,0.0
119,0.40020293,-0.32478812,0.2145199,0.8296575,-2.7920065,-1.8321639,-13.937857,0.0,0.0,0.0
120,0.40027776,-0.32584494,0.2127367,0.82966614,-2.2400079,-2.2948117,-13.244131,0.0,0.0,0.0
121,0.40506855,-0.3208275,0.20759413,0.83059853,-1.5058509,-2.218978,-12.5694,0.0,0.0,0.0
122,0.40903193,-0.3156593,0.20248616,0.8318963,-1.3457247,-3.0747461,-13.061357,0.0,0.0,0.0
123,0.41210553,-0.31235117,0.19944343,0.83236295,-1.5136235,-3.5135782,-13.9441,0.0,0.0,0.0
124,0.4146631,-0.30715507,0.19670376,0.83367735,-1.6069748,-4.235184,-14.630081,0.0,0.0,0.0
125,0.41364655,-0.31122473,0.20127401,0.8315795,-1.9880017,-3.5976014,-15.299639,0.0,0.0,0.0
126,0.41622052,-0.30646136,0.19901653,0.832607,-1.5985804,-3.4998524,-14.3837805,0.0,0.0,0.0
127,0.41675588,-0.30891168,0.19874361,0.8314981,-2.2649589,-3.0462804,-14.975568,0.0,0.0,0.0
128,0.10700235,-0.22800699,0.90245533,-0.3494821,-1.382221,-3.1046083,-14.509337,0.0,0.0,0.0
129,0.5695022,0.22322111,0.272633,0.7426378,-0.46213445,-3.495956,-14.492391,0.0,0.0,0.0
130,0.57223123,0.23595326,0.26988652,0.73758984,0.055641346,-4.1642523,-15.026515,0.0,0.0,0.0
131,0.5730452,0.23436417,0.26792786,0.7381784,-0.47730604,-3.4097903,-14.64343,0.0,0.0,0.0
132,0.5748639,0.23994872,0.2648899,0.7360635,-1.1883125,-3.520067,-15.3379135,0.0,0.0,0.0
133,0.15431982,0.045094438,0.8792094,-0.44848937,-0.41163445,-4.127477,-15.17111,0.0,0.0,0.0
134,0.16106555,0.043667603,0.8768021,-0.45096472,-0.15652649,-3.5936134,-14.36494,0.0,0.0,0.0
135,0.17253536,0.038474858,0.8807963,-0.43925968,0.34242952,-3.0983748,-15.076123,0.0,0.0,0.0
136,0.17595612,0.037234686,0.87954575,-0.4405137,-0.062935166,-2.2152581,-14.839936,0.0,0.0,0.0
137,0.17871892,0.037538826,0.8784405,-0.4415797,-0.49047813,-1.333615,-14.640154,0.0,0.0,0.0
138,0.553969,-0.37094325,0.25339425,0.70093566,0.14884947,-1.6408745,-13.935277,0.0,0.0,0.0
139,-0.46824035,0.5430936,0.5159419,0.4686195,0.034113407,-0.68310827,-13.671611,0.0,0.0,0.0
140,-0.46630517,0.54420155,0.5208176,0.46384615,-0.15780517,0.27763996,-13.871937,0.0,0.0,0.0
141,-0.4636219,0.5437502,0.52695906,0.46011364,-0.25353315,1.2718747,-13.920252,0.0,0.0,0.0
142,-0.4623979,0.5432985,0.5320747,0.45597312,-0.13326795,0.28742826,-13.79218,0.0,0.0,0.0
143,0.60259473,0.6344617,-0.37808642,0.3023055,-0.42238224,0.26717648,-14.749261,0.0,0.0,0.0
144,0.5983012,0.6396495,-0.38015205,0.29726866,-0.8960236,0.85918427,-15.401327,0.0,0.0,0.0
145,0.5873733,0.6504364,-0.38337728,0.2914565,-0.7942992,0.82301843,-16.395483,0.0,0.0,0.0
146,0.5826639,0.6545962,-0.38415086,0.29057646,-0.85816026,1.7972426,-16.179127,0.0,0.0,0.0
147,0.5777089,0.6578319,-0.38634455,0.29025427,-0.58181554,0.83761597,-16.231575,0.0,0.0,0.0
148,0.5795084,0.6547537,-0.387676,0.29184744,-0.8950754,0.70954305,-15.290583,0.0,0.0,0.0
149,0.5748338,0.65784115,-0.38943335,0.29180947,-0.78622454,-0.24472453,-15.012149,0.0,0.0,0.0
150,0.53669935,-0.32483238,0.60368687,0.49193484,-1.6946622,-0.10621528,-14.6177435,0.0,0.0,0.0
151,0.5364161,-0.31989878,0.60697985,0.4914245,-1.3420604,0.76109093,-14.969101,0.0,0.0,0.0
152,-0.41693816,0.6701417,0.2625162,0.5551197,-0.9067791,1.6613432,-14.960356,0.0,0.0,0.0
153,-0.4211958,0.6700102,0.25803167,0.5541661,-0.44018507,2.5439339,-14.9027,0.0,0.0,0.0
154,-0.42426714,0.66958284,0.2557812,0.5533825,-0.8585093,1.6380707,-14.969163,0.0,0.0,0.0
155,-0.42678878,0.6684993,0.25714988,0.5521177,-1.3043799,0.7449331,-15.028367,0.0,0.0,0.0
156,-0.42816046,0.6675602,0.26070347,0.5505231,-1.8617612,-0.08350694,-15.083261,0.0,0.0,0.0
157,-0.42963496,0.6666086,0.26305258,0.5494089,-2.487991,-0.8595175,-15.158387,0.0,0.0,0.0
158,-0.43321633,0.6651384,0.2640847,0.5478811,-2.9404745,-1.7490201,-15.221981,0.0,0.0,0.0
159,-0.43767762,0.6635907,0.2654168,0.5455635,-2.4352462,-0.8880721,-15.162708,0.0,0.0,0.0
160,-0.44083065,0.6627366,0.2672372,0.54316926,-2.9473648,-1.7443074,-15.230502,0.0,0.0,0.0
161,-0.44326726,0.6627175,0.26557875,0.5420217,-2.0679946,-2.219906,-15.207839,0.0,0.0,0.0
162,-0.44733337,0.6612322,0.2656536,0.54045635,-2.6027956,-3.0629635,-15.264781,0.0,0.0,0.0
163,-0.45144016,0.6597692,0.26520753,0.53904676,-3.1498513,-3.8973231,-15.332414,0.0,0.0,0.0
164,-0.45675644,0.6576173,0.26465833,0.5374654,-3.702377,-4.72913,-15.385452,0.0,0.0,0.0
165,-0.46228758,0.65481395,0.2645743,0.536199,-4.2914224,-5.536443,-15.4211,0.0,0.0,0.0
166,-0.46826056,0.65125847,0.26328146,0.53598255,-4.88136,-6.342182,-15.47362,0.0,0.0,0.0
167,-0.47381756,0.6471836,0.26151332,0.5368995,-4.1658273,-5.652751,-15.360938,0.0,0.0,0.0
168,0.30495226,-0.49010828,0.09939559,0.8105051,-4.3617134,-4.7413936,-14.99892,0.0,0.0,0.0
169,0.49668634,0.7233371,0.4373928,0.19691026,-4.4909678,-5.5061355,-14.367681,0.0,0.0,0.0
170,0.48942232,0.72651297,0.43932605,0.19909129,-3.6775234,-6.036316,-14.60688,0.0,0.0,0.0
171,0.48170817,0.7295273,0.4418678,0.20124607,-2.835089,-6.574,-14.641523,0.0,0.0,0.0
172,0.47220343,0.7320251,0.44639122,0.20469013,-2.9717896,-7.3378177,-14.010734,0.0,0.0,0.0
173,0.46352968,0.7341751,0.45063785,0.20749135,-3.401781,-7.630999,-13.15683,0.0,0.0,0.0
174,0.45765123,0.7363237,0.45263702,0.20857254,-3.7080355,-8.372803,-12.560226,0.0,0.0,0.0
175,0.45067888,0.7372489,0.45755583,0.20975043,-2.9288232,-8.937243,-12.832686,0.0,0.0,0.0
176,0.29885796,-0.2603306,-0.27039146,0.8773827,-2.802198,-9.897554,-12.58415,0.0,0.0,0.0
177,0.2972295,-0.25756022,-0.26902044,0.8791731,-2.2404435,-10.724782,-12.572907,0.0,0.0,0.0
178,0.29945007,-0.26114872,-0.2634397,0.8790509,-1.8400568,-11.631635,-12.441346,0.0,0.0,0.0
179,0.5710715,0.63349783,0.50217915,0.1427373,-1.7021049,-12.524972,-12.013657,0.0,0.0,0.0
180,0.56837404,0.63466805,0.5033773,0.14407882,-1.5493084,-13.449039,-11.663295,0.0,0.0,0.0
181,0.5667746,0.6350811,0.5044442,0.1448261,-1.914004,-14.290289,-11.264174,0.0,0.0,0.0
182,0.6036666,-0.47459713,-0.24949977,0.58999497,-2.229994,-15.180809,-10.936876,0.0,0.0,0.0
183,0.47595546,0.4822387,0.7081538,0.19857089,-2.2857275,-16.104544,-10.557916,0.0,0.0,0.0
184,0.27665094,-0.28192055,-0.24233706,0.88614774,-2.695306,-15.3094845,-11.005272,0.0,0.0,0.0
185,0.02337233,0.28232944,0.9014852,0.3272129,-1.903799,-15.908669,-10.884885,0.0,0.0,0.0
186,0.018890616,0.28247678,0.9015907,0.3270844,-1.1139644,-16.512638,-10.778192,0.0,0.0,0.0
187,0.0135804005,0.27967298,0.9018923,0.32892075,-0.37300518,-17.12576,-11.052163,0.0,0.0,0.0
188,0.01113145,0.27815092,0.90166134,0.33093056,0.09713194,-17.98865,-10.866713,0.0,0.0,0.0
189,0.007924551,0.27611583,0.90094286,0.3346628,0.38793865,-18.91033,-10.60993,0.0,0.0,0.0
190,0.00056416175,0.27017644,0.89961666,0.34306598,-0.12341526,-18.243269,-10.068132,0.0,0.0,0.0
191,0.12842616,-0.35076788,-0.24071847,0.8958366,0.7321661,-18.718334,-9.86248,0.0,0.0,0.0
192,0.12826107,-0.34823307,-0.24366729,0.89605194,1.4655776,-19.066547,-9.278653,0.0,0.0,0.0
193,0.32761148,0.22641203,0.87292945,0.2817844,2.1722972,-19.56059,-8.772225,0.0,0.0,0.0
194,-0.22129382,0.4899077,-0.29931206,0.78830945,1.1893846,-19.618237,-8.597416,0.0,0.0,0.0
195,-0.41966462,-0.2065193,0.82170707,0.32562083,1.6838988,-18.990253,-9.198326,0.0,0.0,0.0
196,-0.39665598,0.8633951,-0.10462804,0.29371062,1.5124571,-18.27817,-9.879168,0.0,0.0,0.0
197,-0.39363983,0.8642112,-0.105598174,0.29501808,1.5903853,-17.609285,-10.618439,0.0,0.0,0.0
198,0.89596,0.4020565,0.17673504,0.06611336,0.5992126,-17.519716,-10.716179,0.0,0.0,0.0
199,-0.31357583,0.68733746,0.26088613,-0.60097903,-0.01856021,-18.094673,-10.179727,0.0,0.0,0.0
200,0.20439194,-0.24323203,0.94767267,0.03128379,0.49234918,-18.320889,-9.35039,0.0,0.0,0.0
201,0.20252588,-0.2454491,0.9473863,0.034600206,-0.15307084,-18.805367,-8.7598715,0.0,0.0,0.0
202,0.20058364,-0.24713156,0.9472538,0.037448183,-0.87730026,-19.318504,-8.299239,0.0,0.0,0.0
203,-0.40501127,0.12992008,0.08084451,0.901416,-0.10217095,-18.688898,-8.246599,0.0,0.0,0.0
204,0.6530181,-0.17375232,0.690715,0.25746882,-0.7196359,-19.208559,-8.837099,0.0,0.0,0.0
205,0.65393275,-0.17779873,0.68797606,0.25970852,-0.7820185,-18.791632,-7.9303017,0.0,0.0,0.0
206,-0.43131906,0.1414016,0.113634385,0.8837741,-0.18973488,-18.223974,-7.3584933,0.0,0.0,0.0
207,-0.4287906,0.14210325,0.1109336,0.8852339,0.3598284,-17.651745,-6.749779,0.0,0.0,0.0
208,-0.42698568,0.14189759,0.108162,0.8864814,-0.19203296,-18.201546,-7.3768106,0.0,0.0,0.0
209,-0.42551515,0.14070237,0.105754405,0.88766867,-0.74877316,-18.72617,-8.020868,0.0,0.0,0.0
210,-0.42307377,0.13971718,0.10346726,0.88925934,-1.286334,-19.24867,-8.6827,0.0,0.0,0.0
211,0.70745933,-0.21409999,0.60387784,0.29831865,-0.76882637,-18.69102,-8.033692,0.0,0.0,0.0
212,0.7079788,-0.21916482,0.60159194,0.29802683,-0.24454017,-18.164406,-7.3645105,0.0,0.0,0.0
213,-0.4117833,0.15010035,0.09960607,0.8932989,-0.76562476,-18.726221,-8.007033,0.0,0.0,0.0
214,-0.4099058,0.14965568,0.098099954,0.89440304,-1.2958634,-19.313103,-8.61893,0.0,0.0,0.0
215,-0.407933,0.14987716,0.094248354,0.89568114,-1.782267,-19.92706,-9.240596,0.0,0.0,0.0
216,-0.40532073,0.15115365,0.088616185,0.8972262,-1.3436266,-19.264872,-8.633059,0.0,0.0,0.0
217,-0.40173042,0.15369917,0.083197884,0.89892566,-0.83297783,-18.51512,-8.2122135,0.0,0.0,0.0
218,0.67844385,-0.35445496,0.5623099,0.3128628,-0.38745695,-17.869856,-7.5916114,0.0,0.0,0.0
219,0.67726046,-0.3586283,0.5602451,0.31437144,-0.0145504605,-17.456089,-6.761107,0.0,0.0,0.0
220,0.67564136,-0.3634261,0.55818236,0.31601065,0.4678294,-16.844889,-6.1336164,0.0,0.0,0.0
221,0.67391825,-0.36757672,0.5564631,0.31791562,0.9858935,-16.221586,-5.5478673,0.0,0.0,0.0
222,0.67303497,-0.37222287,0.55364096,0.31930518,0.41176644,-16.827806,-6.0982075,0.0,0.0,0.0
223,0.6726286,-0.3773068,0.55010295,0.3203078,-0.15301882,-17.441092,-6.650383,0.0,0.0,0.0
224,0.67175305,-0.3818658,0.547512,0.32118052,-0.7380145,-18.0706,-7.161753,0.0,0.0,0.0
225,0.67015034,-0.38640463,0.5454941,0.32253087,-1.3515512,-18.703136,-7.634481,0.0,0.0,0.0
226,0.6687324,-0.39193434,0.54233843,0.32411957,-1.9831926,-19.33457,-8.08428,0.0,0.0,0.0
227,0.667949,-0.39757976,0.5383713,0.32547003,-2.6222897,-19.952423,-8.542335,0.0,0.0,0.0
228,0.6670733,-0.40311503,0.53490555,0.326171,-1.9752969,-19.332928,-8.097782,0.0,0.0,0.0
229,0.66681707,-0.40807942,0.5312206,0.32654375,-1.3201536,-18.708841,-7.6719866,0.0,0.0,0.0
230,0.6667209,-0.41193286,0.52768224,0.32763696,-1.9771436,-19.355473,-8.059583,0.0,0.0,0.0
231,0.66623324,-0.41513383,0.524436,0.32979396,-2.6408434,-20.009838,-8.421948,0.0,0.0,0.0
232,0.66593415,-0.41766852,0.52076626,0.33299738,-3.0267909,-20.83796,-8.828471,0.0,0.0,0.0
233,0.66607153,-0.41955915,0.5171812,0.33592024,-2.3957171,-20.14328,-8.483267,0.0,0.0,0.0
234,0.6668495,-0.42159885,0.5126632,0.3387368,-1.8221182,-19.416834,-8.104766,0.0,0.0,0.0
235,-0.3492224,0.36630714,0.20116797,0.83868605,-1.3682467,-18.624668,-7.6967535,0.0,0.0,0.0
236,-0.34447038,0.3710282,0.20036642,0.8387679,-0.5246812,-18.15253,-7.9526486,0.0,0.0,0.0
