#Frame_Number,qw,qx,qy,qz,tx,ty,tz,fx,k1,k2,k3,p1,p2,cx,cy,fy,Scale
51.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
52.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
53.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
54.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
55.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
56.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
57.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
58.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
59.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
60.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
61.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
62.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
63.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
64.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
65.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
66.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
67.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
68.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
69.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
70.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
71.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
72.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
73.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
74.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
75.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
76.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
77.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
78.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
79.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
80.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
81.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
82.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
83.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
84.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
85.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
86.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
87.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
88.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
89.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
90.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
91.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
92.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
93.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
94.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
95.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
96.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
97.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
98.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
99.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
100.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
101.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
102.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
103.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
104.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
105.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
106.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
107.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
108.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
109.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
110.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
111.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
112.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
113.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
114.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
115.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
116.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
117.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
118.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
119.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
120.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
121.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
122.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
123.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
124.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
125.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
126.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
127.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
128.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
129.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
130.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
131.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
132.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
133.0,0.0003839422362036917,0.7077887986834864,-0.7064229851073874,0.0011979810158831421,-0.00817048,0.015075,-0.0110795,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764,0.1643
