#Frame_Number,qw,qx,qy,qz,tx,ty,tz,fx,k1,k2,k3,p1,p2,cx,cy,fy
13.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
14.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
15.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
16.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
17.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
18.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
19.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
20.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
21.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
22.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
23.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
24.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
25.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
26.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
27.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
28.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
29.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
30.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
31.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
32.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
33.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
34.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
35.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
36.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
37.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
38.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
39.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
40.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
41.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
42.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
43.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
44.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
45.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
46.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
47.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
48.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
49.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
50.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
51.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
52.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
53.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
54.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
55.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
56.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
57.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
58.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
59.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
60.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
61.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
62.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
63.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
64.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
65.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
66.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
67.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
68.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
69.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
70.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
71.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
72.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
73.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
74.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
75.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
76.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
77.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
78.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
79.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
80.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
81.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
82.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
83.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
84.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
85.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
86.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
87.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
88.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
89.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
90.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
91.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
92.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
93.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
94.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
95.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
96.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
97.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
98.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
99.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
100.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
101.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
102.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
103.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
104.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
105.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
106.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
107.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
108.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
109.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
110.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
111.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
112.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
113.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
114.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
115.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
116.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
117.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
118.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
119.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
120.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
121.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
122.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
123.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
124.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
125.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
126.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
127.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
128.0,1.0,-1.5572579089253783e-20,-2.2625355178067666e-20,-9.21762217542602e-20,-0.09999999999999999,1.734723475976807e-18,0.0,459.357,0.0,0.0,0.0,0.0,0.0,332.695,258.998,459.764
