#Frame_Number,bgx,bgy,bgz,bax,bay,baz,tic
75,0.0,0.0,0.0,0.0,0.0,0.0,0.003322429
76,0.0,0.0,0.0,0.0,0.0,0.0,0.00010247600000000001
77,0.0,0.0,0.0,0.0,0.0,0.0,0.003380876
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0033512520000000003
79,0.0,0.0,0.0,0.0,0.0,0.0,7.740500000000001e-05
80,0.0,0.0,0.0,0.0,0.0,0.0,0.003196009
81,0.0,0.0,0.0,0.0,0.0,0.0,0.003522906
82,0.0,0.0,0.0,0.0,0.0,0.0,0.000252086
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0030329050000000002
84,0.0,0.0,0.0,0.0,0.0,0.0,0.003704062
85,0.0,0.0,0.0,0.0,0.0,0.0,0.00043718600000000005
86,0.0,0.0,0.0,0.0,0.0,0.0,0.002857857
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0037237140000000004
88,0.0,0.0,0.0,0.0,0.0,0.0,0.00044534800000000003
89,0.0,0.0,0.0,0.0,0.0,0.0,0.002829537
90,0.0,0.0,0.0,0.0,0.0,0.0,0.003901986
91,0.0,0.0,0.0,0.0,0.0,0.0,0.000619443
92,0.0,0.0,0.0,0.0,0.0,0.0,0.002651704
93,0.0,0.0,0.0,0.0,0.0,0.0,0.004075795
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0007969580000000001
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0024838810000000003
96,0.0,0.0,0.0,0.0,0.0,0.0,0.004251263
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0008265620000000001
98,0.0,0.0,0.0,0.0,0.0,0.0,0.002458385
99,0.0,0.0,0.0,0.0,0.0,0.0,0.004274958000000001
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0009973240000000002
101,0.0,0.0,0.0,0.0,0.0,0.0,0.002278557
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0044603
103,0.0,0.0,0.0,0.0,0.0,0.0,0.001172201
104,0.0,0.0,0.0,0.0,0.0,0.0,0.002103247
105,0.0,0.0,0.0,0.0,0.0,0.0,0.004631629
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0013479380000000001
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0020802520000000003
108,0.0,0.0,0.0,0.0,0.0,0.0,0.004655767
109,0.0,0.0,0.0,0.0,0.0,0.0,0.001379409
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0019055810000000002
111,0.0,0.0,0.0,0.0,0.0,0.0,0.004826582
112,0.0,0.0,0.0,0.0,0.0,0.0,0.001555367
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0017308800000000002
114,0.0,0.0,0.0,0.0,0.0,0.0,0.005003467
115,0.0,0.0,0.0,0.0,0.0,0.0,0.001725271
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0015509570000000002
117,0.0,0.0,0.0,0.0,0.0,0.0,0.004825833000000001
118,0.0,0.0,0.0,0.0,0.0,0.0,0.001751481
119,0.0,0.0,0.0,0.0,0.0,0.0,0.001522876
120,0.0,0.0,0.0,0.0,0.0,0.0,0.004801919
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0019257100000000002
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0013523760000000002
123,0.0,0.0,0.0,0.0,0.0,0.0,0.004624376
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0021034960000000003
125,0.0,0.0,0.0,0.0,0.0,0.0,0.001177476
126,0.0,0.0,0.0,0.0,0.0,0.0,0.004447319
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0022795520000000002
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0011503610000000001
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0044261280000000005
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0023051720000000003
131,0.0,0.0,0.0,0.0,0.0,0.0,0.000975281
132,0.0,0.0,0.0,0.0,0.0,0.0,0.004249476
133,0.0,0.0,0.0,0.0,0.0,0.0,0.002479938
134,0.0,0.0,0.0,0.0,0.0,0.0,0.000795104
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0040728610000000005
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0026622380000000004
137,0.0,0.0,0.0,0.0,0.0,0.0,0.000621033
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0038975420000000004
139,0.0,0.0,0.0,0.0,0.0,0.0,0.002685348
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0005971090000000001
141,0.0,0.0,0.0,0.0,0.0,0.0,0.003871942
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0028623430000000003
143,0.0,0.0,0.0,0.0,0.0,0.0,0.00041585200000000003
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0037012900000000003
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0030418430000000002
146,0.0,0.0,0.0,0.0,0.0,0.0,0.000241276
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0035256420000000003
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0032134240000000003
149,0.0,0.0,0.0,0.0,0.0,0.0,0.00021711400000000002
150,0.0,0.0,0.0,0.0,0.0,0.0,0.003495671
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0032363720000000004
152,0.0,0.0,0.0,0.0,0.0,0.0,4.1191000000000006e-05
153,0.0,0.0,0.0,0.0,0.0,0.0,0.00331889
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0034115
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0001348
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0031446950000000003
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0035877620000000004
158,0.0,0.0,0.0,0.0,0.0,0.0,0.00030492400000000004
159,0.0,0.0,0.0,0.0,0.0,0.0,0.002968618
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0036132060000000003
161,0.0,0.0,0.0,0.0,0.0,0.0,0.000337634
162,0.0,0.0,0.0,0.0,0.0,0.0,0.002945033
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0037895000000000003
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0005117240000000001
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0027688
166,0.0,0.0,0.0,0.0,0.0,0.0,0.003969652000000001
167,0.0,0.0,0.0,0.0,0.0,0.0,0.000688881
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0025898180000000002
169,0.0,0.0,0.0,0.0,0.0,0.0,0.004145539
170,0.0,0.0,0.0,0.0,0.0,0.0,0.000712233
171,0.0,0.0,0.0,0.0,0.0,0.0,0.002564161
172,0.0,0.0,0.0,0.0,0.0,0.0,0.004168715
173,0.0,0.0,0.0,0.0,0.0,0.0,0.000920267
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0023899280000000004
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0043448620000000006
176,0.0,0.0,0.0,0.0,0.0,0.0,0.001064643
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0022088570000000003
178,0.0,0.0,0.0,0.0,0.0,0.0,0.004520576
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0012430140000000002
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0020353280000000003
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0045481950000000005
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0012694000000000002
183,0.0,0.0,0.0,0.0,0.0,0.0,0.002007038
184,0.0,0.0,0.0,0.0,0.0,0.0,0.004725262
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0014460430000000002
186,0.0,0.0,0.0,0.0,0.0,0.0,0.001832857
187,0.0,0.0,0.0,0.0,0.0,0.0,0.004900357
188,0.0,0.0,0.0,0.0,0.0,0.0,0.001623176
189,0.0,0.0,0.0,0.0,0.0,0.0,0.001657538
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0049301430000000005
191,0.0,0.0,0.0,0.0,0.0,0.0,0.001653581
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0016321100000000002
193,0.0,0.0,0.0,0.0,0.0,0.0,0.004904472
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0018282760000000002
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0014542280000000001
196,0.0,0.0,0.0,0.0,0.0,0.0,0.004728595
197,0.0,0.0,0.0,0.0,0.0,0.0,0.002011714
198,0.0,0.0,0.0,0.0,0.0,0.0,0.001273461
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0045496040000000005
200,0.0,0.0,0.0,0.0,0.0,0.0,0.00217781
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0012487140000000002
202,0.0,0.0,0.0,0.0,0.0,0.0,0.004525395000000001
203,0.0,0.0,0.0,0.0,0.0,0.0,0.002208362
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0010703280000000002
205,0.0,0.0,0.0,0.0,0.0,0.0,0.00434829
206,0.0,0.0,0.0,0.0,0.0,0.0,0.002384452
207,0.0,0.0,0.0,0.0,0.0,0.0,0.0008952090000000001
208,0.0,0.0,0.0,0.0,0.0,0.0,0.004171447
209,0.0,0.0,0.0,0.0,0.0,0.0,0.002557181
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0007204140000000001
211,0.0,0.0,0.0,0.0,0.0,0.0,0.003994757
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0025854330000000003
213,0.0,0.0,0.0,0.0,0.0,0.0,0.000694547
214,0.0,0.0,0.0,0.0,0.0,0.0,0.003960733
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0027652
216,0.0,0.0,0.0,0.0,0.0,0.0,0.000511181
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0037946140000000004
218,0.0,0.0,0.0,0.0,0.0,0.0,0.0029389480000000003
219,0.0,0.0,0.0,0.0,0.0,0.0,0.000337609
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0036192330000000003
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0031159950000000003
222,0.0,0.0,0.0,0.0,0.0,0.0,0.000309019
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0035858
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0031546430000000004
225,0.0,0.0,0.0,0.0,0.0,0.0,0.000134442
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0034113660000000003
227,0.0,0.0,0.0,0.0,0.0,0.0,0.003319648
228,0.0,0.0,0.0,0.0,0.0,0.0,4.4758e-05
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0032378140000000003
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0034800810000000003
231,0.0,0.0,0.0,0.0,0.0,0.0,0.00018714500000000003
232,0.0,0.0,0.0,0.0,0.0,0.0,0.003092014
233,0.0,0.0,0.0,0.0,0.0,0.0,0.003494912
234,0.0,0.0,0.0,0.0,0.0,0.0,0.00021522400000000003
235,0.0,0.0,0.0,0.0,0.0,0.0,0.003063235
236,0.0,0.0,0.0,0.0,0.0,0.0,0.003669087
237,0.0,0.0,0.0,0.0,0.0,0.0,0.00039496400000000004
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0028875660000000003
239,0.0,0.0,0.0,0.0,0.0,0.0,0.003856084
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0005713140000000001
241,0.0,0.0,0.0,0.0,0.0,0.0,0.002706047
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0038707570000000003
243,0.0,0.0,0.0,0.0,0.0,0.0,0.000611469
244,0.0,0.0,0.0,0.0,0.0,0.0,0.002680722
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0040528050000000005
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0007725220000000001
247,0.0,0.0,0.0,0.0,0.0,0.0,0.002504886
248,0.0,0.0,0.0,0.0,0.0,0.0,0.004231554
249,0.0,0.0,0.0,0.0,0.0,0.0,0.000949976
250,0.0,0.0,0.0,0.0,0.0,0.0,0.0023272040000000003
251,0.0,0.0,0.0,0.0,0.0,0.0,0.004401421
252,0.0,0.0,0.0,0.0,0.0,0.0,0.001126912
253,0.0,0.0,0.0,0.0,0.0,0.0,0.002299769
254,0.0,0.0,0.0,0.0,0.0,0.0,0.004448626000000001
255,0.0,0.0,0.0,0.0,0.0,0.0,0.001175454
256,0.0,0.0,0.0,0.0,0.0,0.0,0.002109703
257,0.0,0.0,0.0,0.0,0.0,0.0,0.004626823
258,0.0,0.0,0.0,0.0,0.0,0.0,0.001336987
259,0.0,0.0,0.0,0.0,0.0,0.0,0.0019433100000000002
260,0.0,0.0,0.0,0.0,0.0,0.0,0.004788199
261,0.0,0.0,0.0,0.0,0.0,0.0,0.0015072640000000001
262,0.0,0.0,0.0,0.0,0.0,0.0,0.001768192
263,0.0,0.0,0.0,0.0,0.0,0.0,0.004810921
264,0.0,0.0,0.0,0.0,0.0,0.0,0.001534203
265,0.0,0.0,0.0,0.0,0.0,0.0,0.00174222
266,0.0,0.0,0.0,0.0,0.0,0.0,0.004989451000000001
267,0.0,0.0,0.0,0.0,0.0,0.0,0.0017106530000000001
268,0.0,0.0,0.0,0.0,0.0,0.0,0.0015660320000000002
269,0.0,0.0,0.0,0.0,0.0,0.0,0.004843212
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0018949320000000002
271,0.0,0.0,0.0,0.0,0.0,0.0,0.001387921
272,0.0,0.0,0.0,0.0,0.0,0.0,0.004658951000000001
273,0.0,0.0,0.0,0.0,0.0,0.0,0.002071958
274,0.0,0.0,0.0,0.0,0.0,0.0,0.0013604630000000001
275,0.0,0.0,0.0,0.0,0.0,0.0,0.004628757000000001
276,0.0,0.0,0.0,0.0,0.0,0.0,0.002095103
277,0.0,0.0,0.0,0.0,0.0,0.0,0.0011815480000000001
278,0.0,0.0,0.0,0.0,0.0,0.0,0.004453292
279,0.0,0.0,0.0,0.0,0.0,0.0,0.002272933
280,0.0,0.0,0.0,0.0,0.0,0.0,0.000994237
281,0.0,0.0,0.0,0.0,0.0,0.0,0.004277989
282,0.0,0.0,0.0,0.0,0.0,0.0,0.002447256
283,0.0,0.0,0.0,0.0,0.0,0.0,0.000822832
284,0.0,0.0,0.0,0.0,0.0,0.0,0.004255568
285,0.0,0.0,0.0,0.0,0.0,0.0,0.002475627
286,0.0,0.0,0.0,0.0,0.0,0.0,0.000801481
287,0.0,0.0,0.0,0.0,0.0,0.0,0.004073877
288,0.0,0.0,0.0,0.0,0.0,0.0,0.00265895
289,0.0,0.0,0.0,0.0,0.0,0.0,0.000623375
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0038909020000000003
291,0.0,0.0,0.0,0.0,0.0,0.0,0.0028310780000000003
292,0.0,0.0,0.0,0.0,0.0,0.0,0.00044331800000000005
293,0.0,0.0,0.0,0.0,0.0,0.0,0.0037229200000000002
294,0.0,0.0,0.0,0.0,0.0,0.0,0.002856946
295,0.0,0.0,0.0,0.0,0.0,0.0,0.00041393200000000005
296,0.0,0.0,0.0,0.0,0.0,0.0,0.0036874800000000004
297,0.0,0.0,0.0,0.0,0.0,0.0,0.003035004
298,0.0,0.0,0.0,0.0,0.0,0.0,0.00023710200000000002
299,0.0,0.0,0.0,0.0,0.0,0.0,0.003511254
300,0.0,0.0,0.0,0.0,0.0,0.0,0.003227947
301,0.0,0.0,0.0,0.0,0.0,0.0,6.492100000000001e-05
302,0.0,0.0,0.0,0.0,0.0,0.0,0.003339116
303,0.0,0.0,0.0,0.0,0.0,0.0,0.0033958340000000004
304,0.0,0.0,0.0,0.0,0.0,0.0,0.00011303800000000001
305,0.0,0.0,0.0,0.0,0.0,0.0,0.003310697
306,0.0,0.0,0.0,0.0,0.0,0.0,0.003419365
307,0.0,0.0,0.0,0.0,0.0,0.0,0.000146193
308,0.0,0.0,0.0,0.0,0.0,0.0,0.0031288360000000003
309,0.0,0.0,0.0,0.0,0.0,0.0,0.003603873
310,0.0,0.0,0.0,0.0,0.0,0.0,0.000322009
311,0.0,0.0,0.0,0.0,0.0,0.0,0.0029532430000000004
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0037740390000000003
313,0.0,0.0,0.0,0.0,0.0,0.0,0.000499816
314,0.0,0.0,0.0,0.0,0.0,0.0,0.002779325
315,0.0,0.0,0.0,0.0,0.0,0.0,0.0038018630000000004
316,0.0,0.0,0.0,0.0,0.0,0.0,0.000524079
317,0.0,0.0,0.0,0.0,0.0,0.0,0.002752481
318,0.0,0.0,0.0,0.0,0.0,0.0,0.0039825120000000006
319,0.0,0.0,0.0,0.0,0.0,0.0,0.0007017340000000001
320,0.0,0.0,0.0,0.0,0.0,0.0,0.002572792
321,0.0,0.0,0.0,0.0,0.0,0.0,0.004160261
322,0.0,0.0,0.0,0.0,0.0,0.0,0.0008878870000000001
323,0.0,0.0,0.0,0.0,0.0,0.0,0.002393961
324,0.0,0.0,0.0,0.0,0.0,0.0,0.004337424
325,0.0,0.0,0.0,0.0,0.0,0.0,0.001061878
326,0.0,0.0,0.0,0.0,0.0,0.0,0.002364155
327,0.0,0.0,0.0,0.0,0.0,0.0,0.004377492
328,0.0,0.0,0.0,0.0,0.0,0.0,0.001089256
329,0.0,0.0,0.0,0.0,0.0,0.0,0.0021885890000000003
330,0.0,0.0,0.0,0.0,0.0,0.0,0.004545438000000001
331,0.0,0.0,0.0,0.0,0.0,0.0,0.001267303
332,0.0,0.0,0.0,0.0,0.0,0.0,0.0019884950000000003
333,0.0,0.0,0.0,0.0,0.0,0.0,0.004721047
334,0.0,0.0,0.0,0.0,0.0,0.0,0.001443669
335,0.0,0.0,0.0,0.0,0.0,0.0,0.001818659
336,0.0,0.0,0.0,0.0,0.0,0.0,0.004750805
337,0.0,0.0,0.0,0.0,0.0,0.0,0.001474836
338,0.0,0.0,0.0,0.0,0.0,0.0,0.0017981260000000002
339,0.0,0.0,0.0,0.0,0.0,0.0,0.004931270000000001
340,0.0,0.0,0.0,0.0,0.0,0.0,0.00165075
341,0.0,0.0,0.0,0.0,0.0,0.0,0.001623373
342,0.0,0.0,0.0,0.0,0.0,0.0,0.004894002000000001
343,0.0,0.0,0.0,0.0,0.0,0.0,0.0018307150000000001
344,0.0,0.0,0.0,0.0,0.0,0.0,0.001448492
345,0.0,0.0,0.0,0.0,0.0,0.0,0.004717364
346,0.0,0.0,0.0,0.0,0.0,0.0,0.00200808
347,0.0,0.0,0.0,0.0,0.0,0.0,0.0014204620000000002
348,0.0,0.0,0.0,0.0,0.0,0.0,0.004696378
349,0.0,0.0,0.0,0.0,0.0,0.0,0.002038738
350,0.0,0.0,0.0,0.0,0.0,0.0,0.0012246240000000001
351,0.0,0.0,0.0,0.0,0.0,0.0,0.004491241
352,0.0,0.0,0.0,0.0,0.0,0.0,0.002241077
353,0.0,0.0,0.0,0.0,0.0,0.0,0.001035376
354,0.0,0.0,0.0,0.0,0.0,0.0,0.004312028
355,0.0,0.0,0.0,0.0,0.0,0.0,0.00241702
356,0.0,0.0,0.0,0.0,0.0,0.0,0.0008578660000000001
357,0.0,0.0,0.0,0.0,0.0,0.0,0.004129518
358,0.0,0.0,0.0,0.0,0.0,0.0,0.002446015
359,0.0,0.0,0.0,0.0,0.0,0.0,0.0008264430000000001
360,0.0,0.0,0.0,0.0,0.0,0.0,0.004110367
361,0.0,0.0,0.0,0.0,0.0,0.0,0.00262261
362,0.0,0.0,0.0,0.0,0.0,0.0,0.000639619
363,0.0,0.0,0.0,0.0,0.0,0.0,0.003931214000000001
364,0.0,0.0,0.0,0.0,0.0,0.0,0.0028068140000000004
365,0.0,0.0,0.0,0.0,0.0,0.0,0.000471737
366,0.0,0.0,0.0,0.0,0.0,0.0,0.0037557420000000003
367,0.0,0.0,0.0,0.0,0.0,0.0,0.002982948
368,0.0,0.0,0.0,0.0,0.0,0.0,0.00029771
369,0.0,0.0,0.0,0.0,0.0,0.0,0.0037186520000000002
370,0.0,0.0,0.0,0.0,0.0,0.0,0.0030076960000000002
371,0.0,0.0,0.0,0.0,0.0,0.0,0.000270438
372,0.0,0.0,0.0,0.0,0.0,0.0,0.0035496750000000004
373,0.0,0.0,0.0,0.0,0.0,0.0,0.003189805
374,0.0,0.0,0.0,0.0,0.0,0.0,9.219500000000001e-05
375,0.0,0.0,0.0,0.0,0.0,0.0,0.0033704280000000004
376,0.0,0.0,0.0,0.0,0.0,0.0,0.003369148
377,0.0,0.0,0.0,0.0,0.0,0.0,8.6662e-05
378,0.0,0.0,0.0,0.0,0.0,0.0,0.0031931950000000002
379,0.0,0.0,0.0,0.0,0.0,0.0,0.0033924520000000002
380,0.0,0.0,0.0,0.0,0.0,0.0,0.000117367
381,0.0,0.0,0.0,0.0,0.0,0.0,0.003155657
382,0.0,0.0,0.0,0.0,0.0,0.0,0.003570386
383,0.0,0.0,0.0,0.0,0.0,0.0,0.000297395
384,0.0,0.0,0.0,0.0,0.0,0.0,0.0029828090000000003
385,0.0,0.0,0.0,0.0,0.0,0.0,0.0037778770000000002
386,0.0,0.0,0.0,0.0,0.0,0.0,0.00047146700000000004
387,0.0,0.0,0.0,0.0,0.0,0.0,0.002803299
388,0.0,0.0,0.0,0.0,0.0,0.0,0.003927681000000001
389,0.0,0.0,0.0,0.0,0.0,0.0,0.00050171
390,0.0,0.0,0.0,0.0,0.0,0.0,0.0027765330000000003
391,0.0,0.0,0.0,0.0,0.0,0.0,0.003958376
392,0.0,0.0,0.0,0.0,0.0,0.0,0.0006810000000000001
393,0.0,0.0,0.0,0.0,0.0,0.0,0.002601342
394,0.0,0.0,0.0,0.0,0.0,0.0,0.004137648
395,0.0,0.0,0.0,0.0,0.0,0.0,0.0008577140000000001
396,0.0,0.0,0.0,0.0,0.0,0.0,0.002418305
397,0.0,0.0,0.0,0.0,0.0,0.0,0.0043131770000000005
398,0.0,0.0,0.0,0.0,0.0,0.0,0.0010501290000000001
399,0.0,0.0,0.0,0.0,0.0,0.0,0.002245261
400,0.0,0.0,0.0,0.0,0.0,0.0,0.0043467390000000005
401,0.0,0.0,0.0,0.0,0.0,0.0,0.001064358
402,0.0,0.0,0.0,0.0,0.0,0.0,0.0022164050000000003
403,0.0,0.0,0.0,0.0,0.0,0.0,0.004521072
404,0.0,0.0,0.0,0.0,0.0,0.0,0.00124592
405,0.0,0.0,0.0,0.0,0.0,0.0,0.002037828
406,0.0,0.0,0.0,0.0,0.0,0.0,0.0046976380000000005
407,0.0,0.0,0.0,0.0,0.0,0.0,0.0014197340000000002
408,0.0,0.0,0.0,0.0,0.0,0.0,0.001853795
409,0.0,0.0,0.0,0.0,0.0,0.0,0.004879405000000001
410,0.0,0.0,0.0,0.0,0.0,0.0,0.001450267
411,0.0,0.0,0.0,0.0,0.0,0.0,0.0018262380000000002
412,0.0,0.0,0.0,0.0,0.0,0.0,0.004906929
